,text,labels
358,Cho Oyu is known for its incredible views.,B-Mountain I-Mountain O O O O O O
359,"After months of training, I’m finally ready to climb Makalu.",O O O O O O O O O O
360,Standing on top of Denali feels like being on top of the world.,O O O O B-Mountain O O O O O O O O
361,I hope to reach the top of Kangchenjunga one day.,O O O O O O O B-Mountain O O
362,The base camp of Aconcagua attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
363,Mountaineers often face severe weather conditions on Makalu.,O O O O O O O O
364,The glaciers of Annapurna are stunning.,O O O B-Mountain O O
365,I met a group who had just returned from their climb of Mount Kilimanjaro.,O O O O O O O O O O O O B-Mountain O
366,Annapurna is known for its incredible views.,B-Mountain O O O O O O
367,I met a group who had just returned from their climb of Annapurna.,O O O O O O O O O O O O O
368,I read an article about a recent expedition to Lhotse.,O O O O O O O O O O
369,Mount Everest stands as one of the most iconic peaks in the world.,B-Mountain I-Mountain O O O O O O O O O O O
370,The weather near Kangchenjunga can change rapidly.,O O O B-Mountain O O O
371,Mount Fuji has always been on my bucket list.,B-Mountain I-Mountain O O O O O O O
372,Kangchenjunga is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
373,K2 is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
374,Reaching the summit of Dhaulagiri is a dream for many climbers.,O O O O B-Mountain O O O O O O
375,We are planning an expedition to Kangchenjunga next year.,O O O O O O B-Mountain O O
376,Hiking around Manaslu is an unforgettable experience.,O O B-Mountain O O O O
377,Several expeditions to Annapurna have been successful this year.,O O O B-Mountain O O O O O
378,Many mountaineers attempt to conquer Makalu every year.,O O O O O B-Mountain O O
379,I plan to climb Mount Elbrus next summer.,O O O O B-Mountain I-Mountain O O
380,Cho Oyu is a less crowded mountain compared to some others.,B-Mountain I-Mountain O O O O O O O O O
381,K2 is a difficult peak to climb due to its technical demands.,B-Mountain O O O O O O O O O O O
382,The ascent of Mount Fuji is both mentally and physically demanding.,O O O B-Mountain I-Mountain O O O O O O
383,Mount Kilimanjaro is often attempted by experienced mountaineers.,B-Mountain I-Mountain O O O O O O
384,The ascent of Mount Elbrus is both mentally and physically demanding.,O O O B-Mountain I-Mountain O O O O O O
385,The wildlife near Mount Elbrus is as stunning as the mountain itself.,O O O B-Mountain I-Mountain O O O O O O O
386,Photographers love capturing the beauty of Makalu.,O O O O O O O
387,Have you ever been to Kangchenjunga?,O O O O O O
388,K2 is often attempted by experienced mountaineers.,B-Mountain O O O O O O
389,The base camp of Mont Blanc attracts adventurers from all over the world.,O O O O B-Mountain I-Mountain O O O O O O O
390,The view from the top of Mont Blanc is breathtaking.,O O O O O O B-Mountain I-Mountain O O
391,K2 is a difficult peak to climb due to its technical demands.,B-Mountain O O O O O O O O O O O
392,Annapurna is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
393,Denali offers stunning panoramic views from its summit.,B-Mountain O O O O O O O
394,Climbers usually spend weeks acclimatizing before attempting Mount Everest.,O O O O O O O B-Mountain O
395,Many climbers train for years to attempt Dhaulagiri.,O O O O O O O O
396,Mount Kilimanjaro is one of the tallest peaks in the world.,B-Mountain I-Mountain O O O O O O O O O
397,The altitude of Cho Oyu poses a significant challenge.,O O O B-Mountain I-Mountain O O O O
398,The glaciers of Denali are stunning.,O O O B-Mountain O O
399,Mount Everest is a popular destination for adventurous travelers.,B-Mountain I-Mountain O O O O O O O
400,Climbers often talk about the challenges of scaling Manaslu.,O O O O O O O O O
401,Climbers usually spend weeks acclimatizing before attempting Mont Blanc.,O O O O O O O B-Mountain O
402,Aconcagua is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
403,Hiking around Mount Fuji is an unforgettable experience.,O O B-Mountain I-Mountain O O O O
404,Cho Oyu is a less crowded mountain compared to some others.,B-Mountain I-Mountain O O O O O O O O O
405,Have you ever been to Aconcagua?,O O O O O O
406,I plan to climb Annapurna next summer.,O O O O B-Mountain O O
407,We are preparing for a climb to Mount Fuji.,O O O O O O O B-Mountain O
408,Mount Everest stands as one of the most iconic peaks in the world.,B-Mountain I-Mountain O O O O O O O O O O O
409,K2 is part of the Himalayas and stands as a symbol of beauty.,B-Mountain O O O O O O O O O O O O
410,Standing on top of K2 feels like being on top of the world.,O O O O B-Mountain O O O O O O O O
411,K2 is famous for its extreme weather conditions.,B-Mountain O O O O O O O
412,There are strict environmental regulations around Mount Everest.,O O O O O O B-Mountain O
413,Do you know the history of expeditions to Mount Fuji?,O O O O O O O O B-Mountain O
414,Standing on top of Aconcagua feels like being on top of the world.,O O O O B-Mountain O O O O O O O O
415,Hiking around Mount Kilimanjaro is an unforgettable experience.,O O B-Mountain I-Mountain O O O O
416,We are planning an expedition to Manaslu next year.,O O O O O O B-Mountain O O
417,Makalu is known for its incredible views.,B-Mountain O O O O O O
418,Mont Blanc is part of the Seven Summits challenge.,B-Mountain I-Mountain O O O O O O O
419,Mount Fuji has always been on my bucket list.,B-Mountain I-Mountain O O O O O O O
420,Mount Kilimanjaro is part of the Seven Summits challenge.,B-Mountain I-Mountain O O O O O O O
421,"During the summer, we will try to summit Kangchenjunga.",O O O O O O O O O
422,Kangchenjunga is the highest mountain in its region.,B-Mountain O O O O O O O
423,Climbers usually spend weeks acclimatizing before attempting Aconcagua.,O O O O O O O O
424,Cho Oyu is part of the Himalayas and stands as a symbol of beauty.,B-Mountain I-Mountain O O O O O O O O O O O O
425,There are multiple routes to the summit of Mount Everest.,O O O O O O O O B-Mountain O
426,Have you ever been to Makalu?,O O O O O O
427,I met a group who had just returned from their climb of Denali.,O O O O O O O O O O O O O
428,Many climbers train for years to attempt Aconcagua.,O O O O O O O O
429,Climbers often talk about the challenges of scaling Annapurna.,O O O O O O O O O
430,Manaslu is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
431,The ascent of Kangchenjunga is both mentally and physically demanding.,O O O B-Mountain O O O O O O
432,Denali is part of the Himalayas and stands as a symbol of beauty.,B-Mountain O O O O O O O O O O O O
433,The locals have a rich history of guiding climbers to the top of Kangchenjunga.,O O O O O O O O O O O O O O
434,Climbers usually spend weeks acclimatizing before attempting Manaslu.,O O O O O O O O
435,The view from the top of Mount Everest is breathtaking.,O O O O O O B-Mountain I-Mountain O O
436,The summit of Denali is covered in snow all year round.,O O O B-Mountain O O O O O O O
437,I read an article about a recent expedition to Mount Kilimanjaro.,O O O O O O O O O B-Mountain O
438,Many mountaineers attempt to conquer Annapurna every year.,O O O O O B-Mountain O O
439,Mount Everest is famous for its extreme weather conditions.,B-Mountain I-Mountain O O O O O O O
440,Many mountaineers attempt to conquer Mount Everest every year.,O O O O O B-Mountain I-Mountain O O
441,Do you know the history of expeditions to Mount Kilimanjaro?,O O O O O O O O B-Mountain O
442,Have you ever been to Aconcagua?,O O O O O O
443,Mount Kilimanjaro is the highest mountain in its region.,B-Mountain I-Mountain O O O O O O O
444,Mount Fuji offers stunning panoramic views from its summit.,B-Mountain I-Mountain O O O O O O O
445,Several expeditions to Dhaulagiri have been successful this year.,O O O B-Mountain O O O O O
446,K2 is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
447,Mount Fuji has always been on my bucket list.,B-Mountain I-Mountain O O O O O O O
448,There are multiple routes to the summit of Makalu.,O O O O O O O O O
449,Several expeditions to Kangchenjunga have been successful this year.,O O O B-Mountain O O O O O
450,Photographers love capturing the beauty of Makalu.,O O O O O O O
451,The altitude of Manaslu poses a significant challenge.,O O O B-Mountain O O O O
452,The weather near Aconcagua can change rapidly.,O O O B-Mountain O O O
453,I met a group who had just returned from their climb of Aconcagua.,O O O O O O O O O O O O O
454,Have you ever been to Lhotse?,O O O O O O
455,The wildlife near Denali is as stunning as the mountain itself.,O O O B-Mountain O O O O O O O
456,Reaching the summit of Cho Oyu is a dream for many climbers.,O O O O B-Mountain I-Mountain O O O O O O
457,I met a group who had just returned from their climb of Cho Oyu.,O O O O O O O O O O O O B-Mountain O
458,The base camp of Makalu attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
459,Photographers love capturing the beauty of Mount Elbrus.,O O O O O O B-Mountain O
460,Denali is the highest mountain in its region.,B-Mountain O O O O O O O
461,Many mountaineers attempt to conquer Denali every year.,O O O O O B-Mountain O O
462,Climbers usually spend weeks acclimatizing before attempting Kangchenjunga.,O O O O O O O O
463,Have you ever been to Kangchenjunga?,O O O O O O
464,Kangchenjunga is part of the Himalayas and stands as a symbol of beauty.,B-Mountain O O O O O O O O O O O O
465,Climbers usually spend weeks acclimatizing before attempting Dhaulagiri.,O O O O O O O O
466,The view from the top of Dhaulagiri is breathtaking.,O O O O O O B-Mountain O O
467,Mount Fuji is one of the tallest peaks in the world.,B-Mountain I-Mountain O O O O O O O O O
468,Lhotse is famous for its extreme weather conditions.,B-Mountain O O O O O O O
469,We are preparing for a climb to Manaslu.,O O O O O O O O
470,There are strict environmental regulations around Denali.,O O O O O O O
471,I read an article about a recent expedition to Manaslu.,O O O O O O O O O O
472,Mountaineers often face severe weather conditions on Cho Oyu.,O O O O O O O B-Mountain O
473,The ascent of Dhaulagiri is both mentally and physically demanding.,O O O B-Mountain O O O O O O
474,Several expeditions to Dhaulagiri have been successful this year.,O O O B-Mountain O O O O O
475,"During the summer, we will try to summit Denali.",O O O O O O O O O
476,The weather near K2 can change rapidly.,O O O B-Mountain O O O
477,Reaching the summit of Mont Blanc is a dream for many climbers.,O O O O B-Mountain I-Mountain O O O O O O
478,I plan to climb Cho Oyu next summer.,O O O O B-Mountain I-Mountain O O
479,Mount Fuji is part of the Himalayas and stands as a symbol of beauty.,B-Mountain I-Mountain O O O O O O O O O O O O
480,There are strict environmental regulations around Cho Oyu.,O O O O O O B-Mountain O
481,Kangchenjunga has always been on my bucket list.,B-Mountain O O O O O O O
482,The ascent of Mount Kilimanjaro is both mentally and physically demanding.,O O O B-Mountain I-Mountain O O O O O O
483,There are strict environmental regulations around Dhaulagiri.,O O O O O O O
484,I read an article about a recent expedition to Denali.,O O O O O O O O O O
485,Have you ever been to Cho Oyu?,O O O O O B-Mountain O
486,I met a group who had just returned from their climb of Manaslu.,O O O O O O O O O O O O O
487,Mont Blanc is known for its long and dangerous ascent.,B-Mountain I-Mountain O O O O O O O O
488,I read an article about a recent expedition to Kangchenjunga.,O O O O O O O O O O
489,I plan to climb Makalu next summer.,O O O O B-Mountain O O
490,We visited the base camp of Mount Everest.,O O O O O O B-Mountain O
491,Cho Oyu stands as one of the most iconic peaks in the world.,B-Mountain I-Mountain O O O O O O O O O O O
492,The landscape around Annapurna is truly breathtaking.,O O O B-Mountain O O O
493,The glaciers of Mount Fuji are stunning.,O O O B-Mountain I-Mountain O O
494,Mont Blanc is located in a remote area with harsh conditions.,B-Mountain I-Mountain O O O O O O O O O
495,"During the summer, we will try to summit Dhaulagiri.",O O O O O O O O O
496,We are preparing for a climb to Aconcagua.,O O O O O O O O
497,Mount Elbrus is one of the tallest peaks in the world.,B-Mountain I-Mountain O O O O O O O O O
498,Hiking around Annapurna is an unforgettable experience.,O O B-Mountain O O O O
499,The summit of K2 is covered in snow all year round.,O O O B-Mountain O O O O O O O
500,The altitude of Manaslu poses a significant challenge.,O O O B-Mountain O O O O
501,The landscape around Annapurna is truly breathtaking.,O O O B-Mountain O O O
